V1,V2,V3,V4
682,682,1364,0.5
898,900,1798,0.50055617352614
1,1,2,0.5
847,827,1674,0.494026284348865
817,857,1674,0.51194743130227
747,741,1488,0.497983870967742
544,572,1116,0.512544802867383
806,806,1612,0.5
973,949,1922,0.49375650364204
622,618,1240,0.498387096774194
864,872,1736,0.502304147465438
512,542,1054,0.514231499051233
618,632,1250,0.5056
962,960,1922,0.499479708636837
839,835,1674,0.498805256869773
772,778,1550,0.501935483870968
859,877,1736,0.505184331797235
508,546,1054,0.518026565464896
863,873,1736,0.502880184331797
348,366,714,0.512605042016807
509,511,1020,0.500980392156863
496,516,1012,0.509881422924901
442,476,918,0.518518518518518
970,952,1922,0.49531737773153
508,546,1054,0.518026565464896
281,297,578,0.513840830449827
369,391,760,0.514473684210526
534,582,1116,0.521505376344086
576,624,1200,0.52
969,953,1922,0.495837669094693
714,712,1426,0.49929873772791
525,529,1054,0.501897533206831
538,562,1100,0.510909090909091
817,857,1674,0.51194743130227
795,817,1612,0.50682382133995
378,404,782,0.516624040920716
584,594,1178,0.504244482173175
939,921,1860,0.495161290322581
498,494,992,0.497983870967742
973,949,1922,0.49375650364204
833,849,1682,0.504756242568371
424,450,874,0.51487414187643
812,800,1612,0.496277915632754
715,741,1456,0.508928571428571
922,938,1860,0.504301075268817
857,879,1736,0.506336405529954
727,761,1488,0.511424731182796
627,633,1260,0.502380952380952
964,958,1922,0.49843912591051
706,720,1426,0.504908835904628
633,655,1288,0.508540372670807
637,651,1288,0.505434782608696
1,1,2,0.5
510,544,1054,0.516129032258065
949,973,1922,0.506243496357961
460,490,950,0.515789473684211
521,559,1080,0.517592592592593
953,969,1922,0.504162330905307
959,963,1922,0.501040582726327
961,961,1922,0.5
958,964,1922,0.50156087408949
333,347,680,0.510294117647059
957,965,1922,0.502081165452653
755,753,1508,0.499336870026525
645,657,1302,0.504608294930876
581,597,1178,0.50679117147708
615,625,1240,0.504032258064516
317,329,646,0.509287925696594
404,432,836,0.516746411483254
660,704,1364,0.516129032258065
959,963,1922,0.501040582726327
974,948,1922,0.493236212278876
971,951,1922,0.494797086368366
571,607,1178,0.51528013582343
679,685,1364,0.502199413489736
788,824,1612,0.511166253101737
530,524,1054,0.497153700189753
428,456,884,0.515837104072398
1,1,2,0.5
956,966,1922,0.502601456815817
705,721,1426,0.505610098176718
354,382,736,0.519021739130435
476,512,988,0.518218623481781
594,646,1240,0.520967741935484
564,580,1144,0.506993006993007
698,728,1426,0.510518934081346
