V1,V2,V3,V4
706,638,1344,0.474702380952381
723,703,1426,0.492987377279102
971,951,1922,0.494797086368366
969,953,1922,0.495837669094693
334,278,612,0.454248366013072
584,532,1116,0.476702508960573
567,487,1054,0.462049335863378
657,583,1240,0.470161290322581
725,639,1364,0.468475073313783
636,604,1240,0.487096774193548
973,949,1922,0.49375650364204
584,520,1104,0.471014492753623
801,811,1612,0.503101736972705
958,964,1922,0.50156087408949
535,457,992,0.460685483870968
720,644,1364,0.472140762463343
667,593,1260,0.470634920634921
480,438,918,0.477124183006536
969,953,1922,0.495837669094693
619,559,1178,0.474533106960951
969,953,1922,0.495837669094693
976,946,1922,0.492195629552549
961,961,1922,0.5
968,954,1922,0.496357960457856
969,953,1922,0.495837669094693
908,890,1798,0.494994438264739
561,493,1054,0.467741935483871
553,501,1054,0.475332068311195
581,519,1100,0.471818181818182
690,612,1302,0.470046082949309
866,808,1674,0.482676224611709
962,960,1922,0.499479708636837
841,833,1674,0.497610513739546
804,746,1550,0.481290322580645
716,710,1426,0.497896213183731
971,951,1922,0.494797086368366
838,774,1612,0.48014888337469
796,816,1612,0.506203473945409
552,502,1054,0.476280834914611
484,396,880,0.45
440,396,836,0.473684210526316
392,356,748,0.475935828877005
972,950,1922,0.494276795005203
651,589,1240,0.475
539,449,988,0.454453441295547
939,921,1860,0.495161290322581
754,734,1488,0.493279569892473
963,959,1922,0.498959417273673
555,499,1054,0.473434535104364
637,603,1240,0.486290322580645
617,561,1178,0.476230899830221
679,655,1334,0.491004497751124
804,764,1568,0.487244897959184
974,948,1922,0.493236212278876
969,953,1922,0.495837669094693
965,957,1922,0.497918834547347
724,640,1364,0.469208211143695
615,563,1178,0.477928692699491
700,652,1352,0.482248520710059
600,560,1160,0.482758620689655
666,636,1302,0.488479262672811
889,847,1736,0.487903225806452
971,951,1922,0.494797086368366
659,643,1302,0.493855606758833
965,957,1922,0.497918834547347
523,469,992,0.472782258064516
576,540,1116,0.483870967741935
938,922,1860,0.495698924731183
963,959,1922,0.498959417273673
529,463,992,0.466733870967742
607,537,1144,0.469405594405594
899,899,1798,0.5
662,640,1302,0.491551459293395
934,926,1860,0.497849462365591
529,457,986,0.463488843813387
966,956,1922,0.497398543184183
932,928,1860,0.498924731182796
804,746,1550,0.481290322580645
806,806,1612,0.5
479,371,850,0.436470588235294
778,772,1550,0.498064516129032
806,806,1612,0.5
910,888,1798,0.493882091212458
426,322,748,0.43048128342246
