V1,V2,V3,V4
975,947,1922,0.492715920915713
731,695,1426,0.487377279102384
781,785,1566,0.501277139208174
552,564,1116,0.505376344086022
375,339,714,0.474789915966387
971,951,1922,0.494797086368366
474,462,936,0.493589743589744
974,948,1922,0.493236212278876
976,946,1922,0.492195629552549
981,941,1922,0.489594172736733
690,674,1364,0.494134897360704
825,849,1674,0.507168458781362
446,434,880,0.493181818181818
328,318,646,0.492260061919505
768,720,1488,0.483870967741935
584,532,1116,0.476702508960573
980,942,1922,0.490114464099896
829,783,1612,0.485732009925558
579,537,1116,0.481182795698925
629,619,1248,0.49599358974359
643,633,1276,0.496081504702194
887,849,1736,0.48905529953917
672,648,1320,0.490909090909091
725,701,1426,0.491584852734923
983,939,1922,0.488553590010406
968,954,1922,0.496357960457856
552,564,1116,0.505376344086022
835,839,1674,0.501194743130227
908,890,1798,0.494994438264739
573,543,1116,0.486559139784946
748,740,1488,0.497311827956989
473,477,950,0.502105263157895
557,559,1116,0.50089605734767
