V1,V2,V3,V4
894,904,1798,0.502780867630701
612,564,1176,0.479591836734694
958,964,1922,0.50156087408949
963,959,1922,0.498959417273673
897,901,1798,0.50111234705228
725,701,1426,0.491584852734923
517,537,1054,0.509487666034156
948,974,1922,0.506763787721124
939,983,1922,0.511446409989594
496,512,1008,0.507936507936508
593,585,1178,0.49660441426146
810,802,1612,0.497518610421836
558,558,1116,0.5
945,977,1922,0.508324661810614
785,775,1560,0.496794871794872
735,753,1488,0.506048387096774
673,691,1364,0.506598240469208
405,387,792,0.488636363636364
951,971,1922,0.505202913631634
895,903,1798,0.502224694104561
736,752,1488,0.505376344086022
361,359,720,0.498611111111111
957,965,1922,0.502081165452653
555,561,1116,0.502688172043011
554,550,1104,0.498188405797101
960,962,1922,0.500520291363163
943,979,1922,0.509365244536941
737,751,1488,0.504704301075269
484,452,936,0.482905982905983
