V1,V2,V3,V4
936,986,1922,0.513007284079084
782,830,1612,0.514888337468983
512,604,1116,0.541218637992832
939,983,1922,0.511446409989594
682,744,1426,0.521739130434783
913,947,1860,0.509139784946237
942,980,1922,0.509885535900104
934,988,1922,0.514047866805411
573,623,1196,0.520903010033445
932,990,1922,0.515088449531738
520,596,1116,0.53405017921147
864,934,1798,0.519466073414905
665,699,1364,0.512463343108504
307,377,684,0.551169590643275
615,687,1302,0.527649769585253
936,986,1922,0.513007284079084
934,988,1922,0.514047866805411
751,815,1566,0.520434227330779
483,571,1054,0.541745730550285
539,577,1116,0.517025089605735
500,544,1044,0.521072796934866
946,976,1922,0.507804370447451
941,981,1922,0.510405827263267
371,421,792,0.531565656565657
535,581,1116,0.520609318996416
934,988,1922,0.514047866805411
437,499,936,0.533119658119658
