V1,V2,V3,V4
1091,335,1426,0.23492286115007
1455,467,1922,0.242976066597294
1072,292,1364,0.214076246334311
515,185,700,0.264285714285714
1433,489,1922,0.254422476586889
1454,468,1922,0.243496357960458
968,272,1240,0.219354838709677
1073,291,1364,0.213343108504399
1084,342,1426,0.239831697054698
10,8,18,0.444444444444444
1441,481,1922,0.250260145681582
1444,478,1922,0.248699271592092
33,17,50,0.34
1434,488,1922,0.253902185223725
1428,494,1922,0.257023933402706
1272,402,1674,0.240143369175627
942,236,1178,0.200339558573854
1086,340,1426,0.238429172510519
1434,488,1922,0.253902185223725
336,158,494,0.319838056680162
1132,356,1488,0.239247311827957
1435,487,1922,0.253381893860562
1056,308,1364,0.225806451612903
1440,482,1922,0.250780437044745
897,219,1116,0.196236559139785
1339,459,1798,0.255283648498331
837,217,1054,0.205882352941176
960,280,1240,0.225806451612903
