V1,V2,V3,V4
864,996,1860,0.535483870967742
910,1012,1922,0.526534859521332
494,560,1054,0.531309297912713
854,944,1798,0.525027808676307
889,1033,1922,0.537460978147763
493,561,1054,0.532258064516129
902,1020,1922,0.530697190426639
838,962,1800,0.534444444444444
898,1024,1922,0.532778355879292
426,474,900,0.526666666666667
467,457,924,0.494588744588745
895,1027,1922,0.534339229968782
715,773,1488,0.519489247311828
885,1037,1922,0.539542143600416
580,598,1178,0.507640067911715
665,679,1344,0.505208333333333
479,541,1020,0.530392156862745
704,722,1426,0.506311360448808
900,1022,1922,0.531737773152966
831,905,1736,0.521313364055299
883,1039,1922,0.540582726326743
586,654,1240,0.52741935483871
687,739,1426,0.518232819074334
527,527,1054,0.5
582,614,1196,0.513377926421405
620,682,1302,0.523809523809524
857,941,1798,0.523359288097887
617,685,1302,0.526113671274962
731,819,1550,0.528387096774194
542,574,1116,0.514336917562724
461,439,900,0.487777777777778
