V1,V2,V3,V4
593,523,1116,0.468637992831541
1005,917,1922,0.477107180020812
744,682,1426,0.478260869565217
943,855,1798,0.475528364849833
812,738,1550,0.476129032258065
574,506,1080,0.468518518518519
625,571,1196,0.47742474916388
1027,895,1922,0.465660770031217
1022,900,1922,0.468262226847034
903,833,1736,0.479838709677419
521,467,988,0.472672064777328
1017,905,1922,0.470863683662851
347,299,646,0.462848297213622
411,381,792,0.481060606060606
974,886,1860,0.476344086021505
598,518,1116,0.46415770609319
1007,915,1922,0.476066597294485
374,306,680,0.45
583,533,1116,0.477598566308244
756,670,1426,0.46984572230014
562,530,1092,0.485347985347985
748,708,1456,0.486263736263736
622,556,1178,0.471986417657046
970,890,1860,0.478494623655914
817,733,1550,0.472903225806452
489,435,924,0.470779220779221
732,632,1364,0.463343108504399
758,668,1426,0.468443197755961
1012,910,1922,0.473465140478668
450,400,850,0.470588235294118
